"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.085159417E0,-4.261937256E0,-9.969568176E0,-1.239272919E0,1.091293710E1
1.095099417E0,-4.293671265E0,-1.011820908E1,-6.697073364E-1,1.101191517E1
1.105039417E0,-3.874842224E0,-9.756860504E0,-2.637515259E-1,1.050144247E1
1.114978417E0,-3.441044312E0,-9.343719635E0,-4.933740234E-1,9.969418263E0
1.124918417E0,-2.841540985E0,-8.761580200E0,-1.207389221E0,9.289641086E0
1.134858417E0,-2.312391357E0,-8.462951202E0,-2.112856293E0,9.024015656E0
1.144798417E0,-1.958527222E0,-8.010442200E0,-2.512674866E0,8.620704617E0
1.154738417E0,-1.715133362E0,-7.447911987E0,-2.227817230E0,7.960919861E0
1.164678417E0,-1.377136230E0,-7.278913422E0,-1.870809631E0,7.640616040E0
1.174617417E0,-1.631756744E0,-7.402855682E0,-1.310973816E0,7.693084861E0
1.184557417E0,-2.174977112E0,-7.675887909E0,-8.632548523E-1,8.024648875E0
1.194497417E0,-2.761756897E0,-7.803273010E0,-7.837701416E-1,8.314605611E0
1.204437417E0,-3.219954071E0,-7.709867249E0,-7.354206848E-1,8.387550345E0
1.214377417E0,-2.970273285E0,-8.030051422E0,-4.959187317E-1,8.576140427E0
1.224317417E0,-2.383792877E0,-8.149203644E0,-2.797682190E-1,8.495308044E0
1.234257417E0,-1.501826935E0,-8.604706421E0,2.236349487E-1,8.737646670E0
1.244196417E0,-5.159770203E-1,-8.827892303E0,6.891668701E-1,8.869772589E0
1.254136417E0,3.010240173E-1,-8.965456238E0,1.027762756E0,9.029192505E0
1.264076417E0,5.352868652E-1,-9.105115814E0,1.349294128E0,9.220100903E0
1.274016417E0,-1.748364258E-1,-8.925639038E0,1.556014252E0,9.061941313E0
1.283956417E0,-1.604513397E0,-8.536298676E0,1.772164764E0,8.864729340E0
1.293896417E0,-2.727777557E0,-8.306975555E0,1.817071381E0,8.930193821E0
1.303835417E0,-3.411705322E0,-8.200097809E0,1.655557251E0,9.034500932E0
1.313775417E0,-3.581302643E0,-8.144563293E0,1.492097168E0,9.021418615E0
1.323715417E0,-3.378474426E0,-8.151748352E0,1.475781097E0,8.946676505E0
1.333655417E0,-2.728825378E0,-8.118816833E0,1.418600006E0,8.681825885E0
1.343595417E0,-1.866618347E0,-8.026608582E0,1.232985992E0,8.332524457E0
1.353535417E0,-1.105900269E0,-7.855664063E0,1.235081635E0,8.028692291E0
1.363474417E0,-4.767585754E-1,-7.521558838E0,1.451830902E0,7.675217199E0
1.373414417E0,-2.234852600E-1,-7.225474548E0,1.693877563E0,7.424732272E0
1.383354417E0,-1.694476318E-1,-7.040758667E0,1.735790405E0,7.253548334E0
1.393294417E0,-3.335064697E-1,-7.036118317E0,1.795965271E0,7.269365776E0
1.403234417E0,-7.030879211E-1,-7.150480499E0,2.028581543E0,7.465845369E0
1.413174417E0,-1.400188293E0,-7.463180237E0,2.061662750E0,7.868293322E0
1.423114417E0,-2.534828796E0,-8.000862122E0,1.826801147E0,8.589316279E0
1.433053417E0,-4.004472656E0,-8.544980621E0,1.582060089E0,9.568459082E0
1.442993417E0,-5.761518860E0,-9.157806244E0,1.341959381E0,1.090235616E1
1.452933417E0,-7.534881134E0,-9.652228088E0,9.056167603E-1,1.227843974E1
1.462873417E0,-8.969348145E0,-1.015697845E1,4.302053833E-1,1.355723033E1
1.472813417E0,-1.020338196E1,-1.062849792E1,2.628533936E-1,1.473577495E1
1.482753417E0,-1.094000015E1,-1.079240707E1,3.052153015E-1,1.537051756E1
1.492692417E0,-1.075797867E1,-1.024364822E1,4.423301697E-1,1.486142961E1
1.502632208E0,-9.564061432E0,-9.328301697E0,6.939569092E-1,1.337796920E1
1.512572208E0,-8.135132904E0,-8.845106506E0,1.146765289E0,1.207192475E1
1.522512208E0,-7.191495209E0,-8.817863159E0,1.536554718E0,1.148186894E1
