"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.572783208E0,-6.011798401E0,-6.071973267E0,8.241860962E-1,8.584279940E0
2.582724208E0,-5.870043182E0,-6.931635590E0,7.647596741E-1,9.115362652E0
2.592664208E0,-5.928870850E0,-7.763755188E0,1.108594666E0,9.831397983E0
2.602605208E0,-5.736071777E0,-8.397686920E0,1.269510040E0,1.024867410E1
2.612545208E0,-5.415288849E0,-8.525970154E0,1.257085876E0,1.017829972E1
2.622486208E0,-5.107229462E0,-8.441994781E0,1.127455444E0,9.930872290E0
2.632426208E0,-4.786895599E0,-8.250542908E0,1.224902802E0,9.616975337E0
2.642367208E0,-4.606969757E0,-8.181237030E0,1.444346466E0,9.499628751E0
2.652307208E0,-4.497996368E0,-8.269253998E0,1.788630524E0,9.581843881E0
2.662248208E0,-4.667294312E0,-8.616382141E0,2.009870453E0,1.000326230E1
2.672188208E0,-5.045108643E0,-9.020092621E0,1.952539673E0,1.051796574E1
2.682129208E0,-5.397026825E0,-9.124874725E0,1.492845612E0,1.070606489E1
2.692069208E0,-5.551355896E0,-9.045390015E0,9.650431824E-1,1.065682604E1
2.702010208E0,-5.683830414E0,-8.576415253E0,8.893006897E-1,1.032723015E1
2.711950208E0,-4.827610931E0,-9.132957916E0,9.930349731E-1,1.037799914E1
2.721891208E0,-4.924609222E0,-8.978329468E0,1.145118713E0,1.030405129E1
2.731831208E0,-5.613177338E0,-8.825197906E0,1.170116730E0,1.052430763E1
2.741772208E0,-6.219416656E0,-8.762178955E0,1.195713501E0,1.081141315E1
2.751712208E0,-6.574328613E0,-8.744665375E0,1.197360077E0,1.100566401E1
2.761653208E0,-6.996450806E0,-8.782087555E0,1.335822144E0,1.130751107E1
2.771593208E0,-7.118896179E0,-8.255931702E0,1.361718292E0,1.098605333E1
2.781533208E0,-7.298822021E0,-8.055498505E0,1.524280243E0,1.097667023E1
2.791474208E0,-7.425458679E0,-8.195158081E0,2.062261505E0,1.124948777E1
2.801414208E0,-7.317982178E0,-8.229586487E0,2.396666107E0,1.127044655E1
2.811355208E0,-6.883435822E0,-8.170609131E0,2.456391907E0,1.096240865E1
2.821295208E0,-6.309379578E0,-7.932903442E0,2.454595642E0,1.042901086E1
2.831236208E0,-6.007008362E0,-7.600145416E0,2.572999420E0,1.002330713E1
2.841176208E0,-5.924380188E0,-7.270231476E0,2.782563629E0,9.782494911E0
2.851117208E0,-6.292614441E0,-7.588020630E0,2.974614258E0,1.029676568E1
2.861057208E0,-6.693780212E0,-7.788753204E0,3.168610840E0,1.074762600E1
2.870998208E0,-7.102879486E0,-7.831414490E0,3.044518890E0,1.100231999E1
2.880938208E0,-7.647447052E0,-8.410709839E0,2.983894958E0,1.175274928E1
