"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.372049208E0,-1.926493835E-1,5.441184998E-1,7.663613434E0,7.685320396E0
1.381990208E0,4.236190796E-2,4.117936707E-1,7.257957001E0,7.269752979E0
1.391932209E0,2.770738220E-1,3.068618774E-1,6.625222778E0,6.638110498E0
1.401873208E0,4.108955383E-1,2.799179077E-1,5.793103180E0,5.814398819E0
1.411814208E0,5.718109131E-1,3.550616455E-1,4.997807007E0,5.042926865E0
1.421756208E0,6.394702148E-1,4.587959290E-1,4.247866516E0,4.320160390E0
1.431697208E0,6.171665955E-1,6.616241455E-1,3.413800964E0,3.531667898E0
1.441638208E0,5.825885010E-1,8.915460205E-1,2.624342651E0,2.832214332E0
1.451580208E0,5.542973328E-1,9.463320923E-1,2.108215942E0,2.376418402E0
1.461521208E0,5.327421570E-1,9.577084351E-1,1.835483093E0,2.137760005E0
1.471462208E0,5.779481506E-1,9.892927551E-1,1.841021576E0,2.168429077E0
1.481404208E0,4.893324280E-1,9.062155151E-1,2.038760376E0,2.284122732E0
1.491345208E0,1.621128845E-1,7.773335266E-1,2.308649139E0,2.441390761E0
1.501286208E0,-9.954299927E-2,7.098239136E-1,2.630180511E0,2.726097636E0
1.511228208E0,6.047424316E-2,6.307882690E-1,2.843187561E0,2.912948074E0
1.521169208E0,3.490740967E-1,5.650749207E-1,2.758463745E0,2.837302350E0
1.531110208E0,7.038363647E-1,3.370989990E-1,3.286116486E0,3.377511350E0
1.541052208E0,1.325792999E0,1.598675537E-1,4.849315796E0,5.029825882E0
1.550993208E0,1.671573944E0,1.496887207E-3,7.529192963E0,7.712516344E0
1.560934208E0,1.493144989E0,-1.411564636E-1,1.077264816E1,1.087655072E1
1.570876208E0,7.792794800E-1,1.594184875E-1,1.318667816E1,1.321064615E1
1.580817208E0,-1.950444031E-1,8.452922058E-1,1.434721481E1,1.437341762E1
1.590758208E0,-1.530417480E0,1.385668488E0,1.513143402E1,1.527162566E1
1.600700208E0,-2.988086243E0,1.777254181E0,1.610381195E1,1.647483084E1
1.610641208E0,-4.000131683E0,1.749262390E0,1.734054016E1,1.788170309E1
1.620582209E0,-4.379143524E0,1.410067749E0,1.938349182E1,1.992197139E1
1.630524208E0,-4.093088379E0,1.030457153E0,2.164379150E1,2.205150619E1
1.640465208E0,-3.488944702E0,7.463479614E-1,2.278142578E1,2.305912251E1
1.650406208E0,-2.977907410E0,6.132746887E-1,2.271496399E1,2.291753973E1
1.660348208E0,-2.634970551E0,7.937992859E-1,2.188928101E1,2.206159129E1
1.670289208E0,-2.552641754E0,1.211730194E0,2.058279785E1,2.077584745E1
1.680230208E0,-2.885399780E0,1.567240906E0,1.928439789E1,1.956194719E1
1.690172208E0,-3.414100342E0,1.972148895E0,1.799423080E1,1.842112360E1
1.700113208E0,-3.829935608E0,2.302511902E0,1.656575134E1,1.715791611E1
1.710054209E0,-4.021986237E0,2.511926422E0,1.501243149E1,1.574354620E1
1.719996208E0,-3.872147827E0,2.550695801E0,1.344578934E1,1.422282773E1
1.729937208E0,-3.491639099E0,2.371219025E0,1.210338089E1,1.281819224E1
1.739878208E0,-3.085383911E0,2.103126526E0,1.106693619E1,1.167988920E1
1.749820208E0,-2.728825378E0,1.688189392E0,1.036699173E1,1.085223428E1
1.759761208E0,-2.271676025E0,1.183289337E0,9.808353424E0,1.013728181E1
1.769702208E0,-1.912423096E0,7.677534485E-1,8.945847015E0,9.180140864E0
1.779644208E0,-1.832040253E0,4.558021545E-1,7.797135773E0,8.022434378E0
1.789585209E0,-1.694775696E0,2.297721863E-1,6.704258423E0,6.918969643E0
1.799526209E0,-1.578916626E0,-3.008743286E-2,5.707032166E0,5.921494668E0
1.809468208E0,-1.565145264E0,-2.086660767E-1,4.694837036E0,4.953253075E0
1.819409208E0,-1.394649811E0,-3.824546814E-1,3.670966187E0,3.945543362E0
1.829350208E0,-1.196911011E0,-5.391787720E-1,2.712958374E0,3.013876715E0
1.839292208E0,-9.611512756E-1,-5.899232483E-1,1.904938660E0,2.213732710E0
1.849233208E0,-7.458988953E-1,-5.372328186E-1,1.089434509E0,1.425430396E0
1.859174208E0,-6.402186584E-1,-3.201841736E-1,1.892065430E-1,7.404032358E-1
1.869116209E0,-4.993615723E-1,7.604187012E-2,-5.999523926E-1,7.842749640E-1
1.879057209E0,-3.118016052E-1,4.087998962E-1,-1.095871124E0,1.210483836E0
1.888998208E0,-2.192939758E-1,5.936654663E-1,-1.142424316E0,1.306009898E0
1.898940208E0,-1.808239746E-1,6.954537964E-1,-6.942562866E-1,9.991721995E-1
1.908880750E0,-2.164498901E-1,7.418572998E-1,-5.643264771E-2,7.748467280E-1
1.918822750E0,-5.013075256E-1,9.156459045E-1,4.695735168E-1,1.144646647E0
1.928763750E0,-1.012195129E0,1.095871124E0,9.779164124E-1,1.783758114E0
1.938704750E0,-1.565444641E0,1.321601715E0,1.658850403E0,2.636101796E0
1.948646750E0,-2.389181671E0,1.448238373E0,2.838397522E0,3.982723181E0
1.958587750E0,-3.009342041E0,1.463506622E0,4.935835876E0,5.963259759E0
1.968528750E0,-3.194956055E0,1.510658569E0,7.541168060E0,8.328208044E0
1.978470750E0,-3.192860413E0,1.235081635E0,1.040246796E1,1.095130695E1
1.988411750E0,-2.717449036E0,1.001716919E0,1.306782532E1,1.338491780E1
1.998352750E0,-2.236199799E0,9.949809265E-1,1.486738312E1,1.506750335E1
2.008294750E0,-2.167342987E0,1.046623535E0,1.598331253E1,1.616351063E1
2.018235750E0,-2.361788635E0,1.274000702E0,1.686467972E1,1.707684237E1
2.028176750E0,-2.698887634E0,1.538949738E0,1.740924728E1,1.768429393E1
2.038118750E0,-3.233126678E0,1.848955078E0,1.810679672E1,1.848588193E1
2.048059750E0,-3.724405060E0,2.400408325E0,1.895523239E1,1.946622686E1
2.058000750E0,-4.069138184E0,2.965632935E0,1.911300430E1,1.976511568E1
2.067942750E0,-3.986959076E0,3.317551117E0,1.872231674E1,1.942748394E1
2.077883750E0,-3.840713196E0,3.503314819E0,1.858804596E1,1.930128869E1
2.087824750E0,-4.029171295E0,3.628454590E0,1.889460846E1,1.965721580E1
2.097766750E0,-4.315675507E0,3.687581635E0,1.928843948E1,2.010639727E1
2.107707750E0,-4.423301697E0,3.698059845E0,1.941313019E1,2.025119424E1
2.117648750E0,-4.565206604E0,3.759432220E0,1.921149948E1,2.010114808E1
2.127590750E0,-4.665797424E0,3.888763275E0,1.859957199E1,1.956620105E1
2.137531750E0,-4.703818359E0,4.040098572E0,1.754261993E1,1.860623062E1
2.147472750E0,-4.663701782E0,4.111500092E0,1.627730118E1,1.742426701E1
2.157414750E0,-4.446204071E0,4.074526978E0,1.492097168E1,1.609366014E1
2.167355750E0,-4.047583008E0,3.758983154E0,1.341660004E1,1.450923978E1
2.177296750E0,-3.480562134E0,3.349434814E0,1.178080170E1,1.273264760E1
2.187238750E0,-2.788850555E0,3.129542084E0,1.012704071E1,1.096032274E1
2.197179750E0,-2.066452789E0,3.034340057E0,8.464747467E0,9.226559293E0
2.207120750E0,-1.255439301E0,2.781964874E0,6.975494385E0,7.613998838E0
2.217062750E0,-2.312690735E-1,2.350112915E0,5.751340027E0,6.217268548E0
2.227003750E0,8.520281982E-1,1.857637024E0,4.718338165E0,5.141933722E0
2.236944750E0,1.567390594E0,1.375489655E0,4.006418610E0,4.516644234E0
2.246886750E0,2.063758392E0,1.172212372E0,3.490291901E0,4.220819600E0
2.256827750E0,2.619103546E0,1.110690308E0,2.897973633E0,4.060983566E0
2.266768750E0,2.991678772E0,8.113128662E-1,2.326312408E0,3.875577359E0
2.276710750E0,3.492836609E0,2.285746765E-1,2.205513611E0,4.137202466E0
2.286651750E0,4.301455078E0,-3.278182983E-1,2.348316650E0,4.911677078E0
2.296592750E0,4.952750702E0,-7.259902954E-1,2.143991547E0,5.445502840E0
2.306534750E0,4.933141479E0,-8.026309204E-1,1.874701538E0,5.338034012E0
2.316475750E0,4.377197571E0,-3.110531616E-1,1.439257050E0,4.618232725E0
2.326416750E0,3.573818207E0,3.776646423E-1,9.485774231E-1,3.716800544E0
2.336358750E0,2.519560547E0,8.285270691E-1,9.854008484E-1,2.829427024E0
2.346299750E0,1.486558685E0,9.463320923E-1,1.425934753E0,2.266868120E0
2.356240750E0,5.890251160E-1,8.807684326E-1,1.915566559E0,2.189086307E0
2.366182750E0,-2.415975952E-1,7.039860535E-1,2.170486450E0,2.294553811E0
2.376123750E0,-8.484356689E-1,5.894741821E-1,2.674488373E0,2.867091026E0
2.386064750E0,-1.178349609E0,4.534071350E-1,3.117417297E0,3.363387643E0
2.396006750E0,-1.369202728E0,3.261717224E-1,3.982468414E0,4.223879588E0
2.405947750E0,-1.527573395E0,5.379812622E-1,5.261259155E0,5.504884396E0
2.415888750E0,-1.561403046E0,1.062191162E0,6.852300568E0,7.107760027E0
2.425830750E0,-1.381626892E0,1.312919769E0,8.780291290E0,8.984774139E0
2.435771750E0,-1.168769531E0,1.385219421E0,1.059870987E1,1.075255811E1
2.445713750E0,-1.219963074E0,1.530267792E0,1.222971817E1,1.238531533E1
2.455654750E0,-1.502276001E0,1.622925110E0,1.358395203E1,1.376279302E1
2.465595750E0,-1.814227295E0,1.702559509E0,1.452025497E1,1.473186798E1
2.475537750E0,-2.134710846E0,1.912722473E0,1.549727325E1,1.576010711E1
2.485478750E0,-2.610870667E0,2.354154510E0,1.641336823E1,1.678562914E1
2.495419750E0,-3.055446167E0,2.842439117E0,1.729024475E1,1.778673031E1
2.505361750E0,-3.237018585E0,3.485202484E0,1.785427185E1,1.847701137E1
2.515302750E0,-3.307521973E0,3.957021332E0,1.824510910E1,1.896000331E1
2.525243750E0,-3.307971039E0,4.057163086E0,1.860091919E1,1.932349449E1
2.535185750E0,-3.152444458E0,4.101171570E0,1.876662460E1,1.946647665E1
2.545126750E0,-2.960693207E0,4.191134491E0,1.863684448E1,1.933037208E1
2.555067750E0,-2.762655029E0,4.299808502E0,1.827669342E1,1.897783281E1
2.565009750E0,-2.457290039E0,4.444108429E0,1.762779282E1,1.834468462E1
2.574950750E0,-2.178569641E0,4.535717926E0,1.664957703E1,1.739331245E1
2.584891750E0,-1.980980530E0,4.497996368E0,1.552691162E1,1.628622853E1
2.594833750E0,-1.850901031E0,4.487069092E0,1.423330170E1,1.503816813E1
