"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.314530625E0,3.710783386E-1,4.860991516E0,3.960314484E0,6.281005370E0
2.324536625E0,3.718267822E-1,5.212011566E0,4.330943756E0,6.786780794E0
2.334542625E0,5.616320801E-1,5.632936249E0,4.650828552E0,7.326363873E0
2.344548625E0,7.830216980E-1,5.969436493E0,4.899910583E0,7.762500805E0
2.354555625E0,1.065933380E0,6.145171051E0,5.221142578E0,8.133859541E0
2.364561625E0,1.275796967E0,6.275699615E0,5.730682983E0,8.593764659E0
2.374567625E0,1.271905060E0,6.460415497E0,6.252797241E0,9.080318508E0
2.384573625E0,9.764195251E-1,6.697971497E0,6.456822968E0,9.354505871E0
2.394579625E0,5.451663208E-1,6.720724182E0,6.681505737E0,9.492515935E0
2.404585625E0,2.372566223E-1,6.683152313E0,7.531737671E0,1.007213423E1
2.414592625E0,1.666035461E-1,6.746470642E0,8.461304626E0,1.082295241E1
2.424598625E0,2.101629639E-1,6.874454498E0,9.147926788E0,1.144494900E1
2.434604625E0,3.314108276E-1,7.056176605E0,9.651180267E0,1.196013135E1
2.444610625E0,3.959266663E-1,7.223827972E0,9.771080933E0,1.215789748E1
2.454616625E0,4.605921936E-1,7.312743073E0,9.533225555E0,1.202375756E1
2.464622625E0,7.047344971E-1,7.323221283E0,9.336384888E0,1.188672804E1
2.474628625E0,1.119671631E0,7.429949341E0,9.649533691E0,1.222993509E1
2.484635625E0,1.632355499E0,7.560926971E0,1.012599289E1,1.274236764E1
2.494641625E0,1.810784454E0,7.630681915E0,1.058404037E1,1.317300867E1
2.504647625E0,1.568887482E0,7.517217865E0,1.085737198E1,1.329859010E1
2.514653625E0,1.162332916E0,7.274871826E0,1.087787933E1,1.313784749E1
2.524659625E0,9.559121704E-1,7.056625671E0,1.094553864E1,1.305812199E1
2.534665625E0,9.536668396E-1,6.953939209E0,1.097906891E1,1.303099018E1
2.544671625E0,1.048719177E0,6.832691345E0,1.104837479E1,1.303273066E1
2.554678625E0,1.080752563E0,6.523434448E0,1.135239258E1,1.313773346E1
2.564684625E0,1.005908203E0,6.101312256E0,1.165985321E1,1.319810742E1
2.574690625E0,7.223977661E-1,5.654491425E0,1.183873123E1,1.313966092E1
2.584696625E0,4.480183411E-1,5.054688721E0,1.194411209E1,1.297738079E1
2.594702625E0,1.710942078E-1,4.474944305E0,1.218870346E1,1.298533372E1
2.604708625E0,-7.334747314E-2,4.030668182E0,1.270198608E1,1.332636921E1
2.614714625E0,-3.098556519E-2,3.787124634E0,1.317485275E1,1.370839225E1
2.624721625E0,1.507365417E-1,3.690276031E0,1.311437851E1,1.362452870E1
2.634727625E0,4.143383789E-1,3.709735565E0,1.250589386E1,1.305109940E1
2.644733625E0,5.526507568E-1,3.871998138E0,1.154354507E1,1.218815923E1
2.654739625E0,6.307882690E-1,4.036506042E0,1.045919998E1,1.122880845E1
2.664745625E0,7.622149658E-1,4.141437836E0,9.343270569E0,1.024837470E1
2.674751625E0,7.863148499E-1,4.266876984E0,8.338559875E0,9.399793138E0
2.684757625E0,9.553134155E-1,4.344266052E0,7.698041840E0,8.890732221E0
2.694764625E0,1.286424866E0,4.348457336E0,7.652237091E0,8.894981880E0
2.704770625E0,1.516496429E0,4.289929047E0,7.879165192E0,9.098598615E0
2.714776625E0,1.575473785E0,4.162543945E0,8.134983215E0,9.272909018E0
2.724782625E0,1.465452576E0,3.987857208E0,8.392597504E0,9.406712987E0
2.734788625E0,1.327140198E0,3.764222260E0,8.737180939E0,9.605675462E0
2.744794625E0,1.172062683E0,3.570075989E0,9.042246552E0,9.791904626E0
2.754800625E0,9.756710815E-1,3.382965088E0,9.270372162E0,9.916460400E0
2.764807625E0,7.816744995E-1,3.286715240E0,9.355844421E0,9.947127069E0
2.774813625E0,6.279441833E-1,3.235222321E0,9.287736053E0,9.855101134E0
2.784819625E0,6.354286194E-1,3.218157806E0,8.975635071E0,9.556271978E0
2.794825625E0,5.987548828E-1,3.229683838E0,8.517737274E0,9.129140889E0
2.804831625E0,5.287005615E-1,3.202590179E0,7.993377686E0,8.627293606E0
2.814837625E0,4.414320374E-1,3.178639984E0,7.541916504E0,8.196286900E0
2.824843625E0,2.061213684E-1,3.156635742E0,7.195836182E0,7.860463955E0
2.834850625E0,9.041198730E-2,3.146157532E0,6.891668701E0,7.576382978E0
2.844856250E0,7.394622803E-2,3.196602631E0,6.645281067E0,7.374516722E0
2.854862250E0,1.079255676E-1,3.386108551E0,6.433471527E0,7.270965200E0
2.864868250E0,1.907034302E-1,3.660487976E0,6.163133698E0,7.170757073E0
2.874874250E0,3.902384949E-1,3.927981720E0,5.886658630E0,7.087600180E0
2.884880250E0,5.219645691E-1,4.072131958E0,5.647006989E0,6.981646913E0
2.894886250E0,6.448590088E-1,4.270020447E0,5.541775818E0,7.025681246E0
2.904892250E0,5.557942200E-1,4.498295746E0,5.602998505E0,7.206744346E0
2.914899250E0,3.667373657E-1,4.703818359E0,5.595514069E0,7.319165331E0
2.924905250E0,1.056802368E-1,4.848267975E0,5.608387299E0,7.414234873E0
2.934911250E0,-1.892065430E-1,4.872068481E0,5.736969910E0,7.528988919E0
2.944917250E0,-4.230203247E-1,4.847669220E0,6.074667664E0,7.783343130E0
2.954923250E0,-7.005432129E-1,4.839286652E0,6.469696198E0,8.109650114E0
2.964929250E0,-8.494834900E-1,4.868475952E0,6.860234070E0,8.454968468E0
2.974935250E0,-8.156538391E-1,5.036277008E0,7.329657898E0,8.930468195E0
2.984942250E0,-6.496490479E-1,5.262007599E0,8.001011810E0,9.598278900E0
2.994948250E0,-3.351530457E-1,5.481750641E0,8.523425446E0,1.013956108E1
3.004954250E0,-2.314187622E-1,5.744903412E0,8.698860626E0,1.042725496E1
3.014960250E0,-3.293151855E-1,6.054459686E0,8.516988831E0,1.045485673E1
3.024966250E0,-5.183720398E-1,6.306236115E0,8.135132904E0,1.030619769E1
3.034972250E0,-4.626878357E-1,6.489305420E0,7.873177643E0,1.021332909E1
3.044978250E0,-2.689906311E-1,6.619085541E0,7.815397797E0,1.024524729E1
3.054985250E0,-1.670526123E-1,6.707551575E0,7.670948181E0,1.019130025E1
3.064991250E0,8.098159790E-2,6.737040253E0,7.598947906E0,1.015570178E1
3.074997250E0,5.635780334E-1,6.844666443E0,7.745493164E0,1.035179904E1
3.085003250E0,9.602531433E-1,6.943610687E0,8.556955719E0,1.106152370E1
3.095009250E0,1.270557861E0,6.942712555E0,9.600585480E0,1.191582211E1
3.105015250E0,1.485361176E0,6.885381775E0,1.006671616E1,1.228631573E1
3.115021250E0,1.625469818E0,6.650669861E0,9.864636383E0,1.200768973E1
