"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.141962625E0,-1.391206970E0,5.135820007E-1,-1.620979156E0,2.196997208E0
1.151901625E0,-1.029708710E0,7.054829407E-1,-1.877395935E0,2.254467055E0
1.161840625E0,-6.084846497E-1,8.262817383E-1,-1.481918335E0,1.802519634E0
1.171779625E0,-1.134640503E-1,8.053253174E-1,-5.957611084E-1,1.008143966E0
1.181718625E0,3.576063538E-1,6.301895142E-1,3.237767029E-1,7.936324599E-1
1.191657625E0,5.054988098E-1,4.090992737E-1,1.055006104E0,1.239326083E0
1.201596625E0,3.270698547E-1,2.312690735E-1,1.546883240E0,1.597907329E0
1.211536625E0,-8.981323242E-3,-5.688171387E-3,1.598825226E0,1.598860570E0
1.221475625E0,-3.436853027E-1,-2.857557678E-1,1.405726776E0,1.475074139E0
1.231414625E0,-4.284091187E-1,-3.758683777E-1,1.193318481E0,1.322429737E0
1.241353625E0,-3.607498169E-1,-2.404000854E-1,1.084195404E0,1.167652476E0
1.251292625E0,-1.889071655E-1,-1.392105103E-2,1.034947815E0,1.052139103E0
1.261231625E0,8.352630615E-2,1.963916016E-1,9.891430664E-1,1.011904299E0
1.271170625E0,3.939807129E-1,3.483256531E-1,1.085542603E0,1.206214867E0
1.281109625E0,5.674699402E-1,4.945715332E-1,1.316961365E0,1.516908162E0
1.291048625E0,6.538403320E-1,6.099815369E-1,1.552122345E0,1.791275643E0
1.300988625E0,7.063810730E-1,6.331832886E-1,1.694326630E0,1.941813077E0
1.310927625E0,6.692582703E-1,5.679190063E-1,1.777852936E0,1.982725319E0
1.320866625E0,6.538403320E-1,5.284011841E-1,1.914069672E0,2.090544833E0
1.330805625E0,5.507048035E-1,5.412744141E-1,2.199825439E0,2.331412820E0
1.340744625E0,3.710783386E-1,6.027964783E-1,2.461481323E0,2.561240526E0
1.350683625E0,3.052153015E-1,8.821156311E-1,2.594255219E0,2.757071727E0
1.360622625E0,2.659968567E-1,1.364861755E0,2.659669189E0,3.001240100E0
1.370561625E0,2.742297363E-1,1.847907257E0,2.950065308E0,3.491825955E0
1.380500625E0,2.647993469E-1,2.178419952E0,3.482508087E0,4.116247655E0
1.390439625E0,2.306703186E-1,2.627635803E0,4.604874115E0,5.306839391E0
1.400379625E0,-2.074685669E-1,3.238365784E0,6.522536316E0,7.285158622E0
1.410318625E0,-1.031804352E0,3.916755066E0,8.613687744E0,9.518466632E0
1.420257625E0,-1.995200958E0,4.571194153E0,1.066157913E1,1.177055277E1
1.430196625E0,-2.344125366E0,5.105582886E0,1.201476517E1,1.326335110E1
1.440135625E0,-2.157613220E0,5.482648773E0,1.301992493E1,1.429101737E1
1.450074625E0,-1.241967316E0,6.046526184E0,1.463386871E1,1.588247699E1
1.460013625E0,2.390528870E-1,6.876550140E0,1.679552353E1,1.815030850E1
1.469952625E0,1.384321289E0,7.587421875E0,1.887754395E1,2.039232654E1
1.479891625E0,1.757794647E0,7.870632935E0,2.064282303E1,2.216219410E1
1.489831625E0,1.084794159E0,7.423812103E0,2.203118591E1,2.327365286E1
1.499771250E0,-5.074447632E-1,6.260131989E0,2.314217560E1,2.397930450E1
1.509710250E0,-2.089953918E0,5.186863861E0,2.419643326E1,2.483422732E1
1.519649250E0,-2.928659821E0,5.002147980E0,2.485206985E1,2.551908911E1
1.529588250E0,-3.027903442E0,5.426365814E0,2.499457352E1,2.575543342E1
1.539527250E0,-2.623594208E0,6.061794434E0,2.515369263E1,2.600647710E1
1.549466250E0,-1.517843628E0,6.695875854E0,2.551070023E1,2.641844864E1
1.559405250E0,2.185455322E-2,7.395371246E0,2.592384109E1,2.695806986E1
1.569344250E0,1.584754486E0,7.656877441E0,2.646766022E1,2.759848286E1
1.579284250E0,2.771636353E0,7.333549805E0,2.747805908E1,2.857458052E1
1.589223250E0,3.467838593E0,6.732699280E0,2.843666565E1,2.942786260E1
1.599162250E0,3.860771484E0,5.982459412E0,2.865341492E1,2.952479574E1
1.609101250E0,4.002975769E0,5.199886780E0,2.809552505E1,2.885170993E1
1.619040250E0,3.784130859E0,4.540208588E0,2.690250595E1,2.754410948E1
1.628979250E0,3.116818542E0,4.104913788E0,2.487377472E1,2.540215628E1
1.638918250E0,2.277962952E0,3.832330627E0,2.234179001E1,2.278226183E1
1.648857250E0,1.488055573E0,3.321892090E0,1.982372635E1,2.015513341E1
1.658796250E0,9.357041931E-1,2.780467987E0,1.724069778E1,1.748851637E1
1.668735250E0,7.596702576E-1,2.363285522E0,1.475421844E1,1.496159013E1
1.678675250E0,4.707710266E-1,2.049238586E0,1.225995529E1,1.243895124E1
1.688614250E0,3.526666260E-1,1.667682037E0,9.868228912E0,1.001436363E1
1.698553250E0,5.577401733E-1,1.337768097E0,7.752678223E0,7.886996717E0
1.708492250E0,8.963360596E-1,1.097068634E0,5.863456879E0,6.032172452E0
1.718431250E0,1.293160858E0,8.322692871E-1,4.092190247E0,4.371608192E0
1.728370250E0,1.488504639E0,4.514611816E-1,2.351460114E0,2.819366582E0
1.738309250E0,1.354084167E0,-1.098715210E-1,7.828720093E-1,1.567961819E0
1.748248250E0,1.173559570E0,-5.807922363E-1,-2.019300842E-1,1.324891485E0
1.758187250E0,6.342311096E-1,-8.361611938E-1,-4.285588074E-1,1.133612497E0
1.768126250E0,-5.942642212E-2,-9.273216248E-1,-2.709365845E-1,9.679171081E-1
1.778066250E0,-3.838018799E-1,-8.702902222E-1,-1.945953369E-1,9.708636871E-1
1.788005250E0,-3.914360046E-1,-5.995033264E-1,-3.845503235E-1,8.127147934E-1
1.797944250E0,-2.745291138E-1,-3.405418396E-1,-8.455915833E-1,9.520294662E-1
1.807883250E0,-7.259902954E-2,-1.948947144E-1,-1.632954254E0,1.646145244E0
1.817822250E0,1.830693054E-1,-5.284011841E-2,-2.597847748E0,2.604826169E0
1.827761250E0,5.170248413E-1,1.372645569E-1,-3.285517731E0,3.328781009E0
1.837700250E0,8.601113892E-1,2.990780640E-1,-3.335364075E0,3.457440209E0
1.847639250E0,9.419911194E-1,2.914439392E-1,-2.678829346E0,2.854542608E0
1.857578250E0,6.387217712E-1,1.031355286E-1,-1.779649200E0,1.893608649E0
1.867518250E0,2.890489197E-1,-2.020797729E-1,-1.089434509E0,1.145099586E0
1.877457250E0,-6.182144165E-2,-4.348457336E-1,-4.998106384E-1,6.653746140E-1
1.887396250E0,-3.604504395E-1,-5.364843750E-1,5.194198608E-2,6.484118859E-1
1.897335250E0,-5.697152710E-1,-5.384303284E-1,4.426295471E-1,9.002242079E-1
1.907274250E0,-6.435118103E-1,-5.011578369E-1,6.481521606E-1,1.041809892E0
1.917213250E0,-6.246510315E-1,-3.611988831E-1,8.532257080E-1,1.117429037E0
1.927152250E0,-4.770579529E-1,-1.143621826E-1,1.074465637E0,1.181160194E0
1.937091250E0,-1.663041687E-1,1.408570862E-1,1.243464203E0,1.262418718E0
1.947030250E0,1.061293030E-1,3.532653809E-1,1.387913818E0,1.436093529E0
1.956969250E0,2.507286072E-1,5.593867493E-1,1.521585846E0,1.640427340E0
1.966909250E0,3.014730835E-1,7.244934082E-1,1.650767212E0,1.827788037E0
1.976848250E0,3.537144470E-1,8.270301819E-1,1.875599670E0,2.080136283E0
1.986787250E0,4.014651489E-1,9.366023254E-1,2.184108124E0,2.410129971E0
1.996726250E0,3.763174438E-1,9.563612366E-1,2.405198364E0,2.615572749E0
2.006665250E0,2.900967407E-1,8.882528687E-1,2.494113464E0,2.663409704E0
2.016604250E0,1.859133911E-1,8.228388977E-1,2.363884277E0,2.509895718E0
